country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety
China,Tianjin,1.09,1.09,88.96,1178,0.8,74.9,0.6,0.2,0.6,3,0.59,0.4,0.49,0.6,0.4,0.8
Nepal,Kathmandu,0.93,0.93,0.83,564,0.6,91.2,0.4,0.4,1.0,0,0.52,0.4,0.49,0.4,0.0,0.42
China,Taiyuan,4.73,4.73,72.92,1563,0.6,74.9,0.4,0.2,0.6,4,0.59,0.4,0.49,0.4,0.4,0.6
China,Wenzhou,1.39,1.39,112.63,1214,0.8,74.9,0.2,0.2,0.4,2,0.6,0.4,0.49,0.4,0.4,0.8
South Africa,Durban,4.19,4.19,244.31,3240,0.6,69.9,0.4,0.6,0.8,3,0.59,0.4,0.49,0.4,0.6,0.4
Indonesia,Pekanbaru,0.0,0.0,5.61,610,0.4,74.9,0.4,0.2,0.6,2,0.55,0.2,0.49,0.2,0.8,0.4
China,Qingdao,1.46,1.46,118.67,1590,0.8,74.9,0.8,0.2,0.6,2,0.62,0.6,0.49,0.6,0.4,0.6
China,Chongqing,0.8,0.8,65.3,764,0.8,74.9,0.8,0.2,0.6,2,0.59,0.6,0.49,0.6,0.4,0.6
China,Chengdu,1.09,1.09,88.96,944,0.8,74.9,0.6,0.2,0.6,4,0.6,0.6,0.49,0.6,0.4,0.8
India,Patna,2.34,2.34,59.06,982,0.4,79.6,0.4,0.2,0.6,2,0.56,0.2,0.49,0.4,0.6,0.4
China,Weihai,0.44,0.44,373.99,1373,0.6,74.9,0.4,0.2,0.4,0,0.6,0.4,0.49,0.4,0.2,0.6
Argentina,Mendoza,3.45,3.45,358.49,3762,0.4,48.4,0.6,0.6,0.6,4,0.68,0.6,0.49,0.6,0.6,0.42
Uruguay,Punta del Este,2.83,2.83,366.99,3518,0.4,36.2,0.4,0.8,0.6,3,0.7,0.4,0.48,0.4,0.4,0.6
China,Changchun,3.09,3.09,72.92,1252,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.48,0.4,0.2,0.6
Algeria,Algiers,1.62,1.62,79.21,2422,0.2,78.3,0.4,0.2,0.4,3,0.6,0.4,0.48,0.4,0.4,0.25
China,Jiamusi,3.15,3.15,72.92,1023,0.6,74.9,0.4,0.2,0.6,3,0.61,0.6,0.48,0.4,0.2,0.6
China,Wuxi,3.94,3.94,549.6,2148,0.6,74.9,0.4,0.2,0.4,2,0.61,0.4,0.48,0.4,0.2,0.6
China,Wuxi,3.94,3.94,549.6,2148,0.6,74.9,0.4,0.2,0.4,2,0.61,0.4,0.48,0.4,0.2,0.6
China,Linyi,1.09,1.09,88.96,1103,0.8,74.9,0.4,0.2,0.6,0,0.61,0.2,0.48,0.2,0.4,0.8
Rwanda,Kigali,1.5,1.5,130.0,1732,0.8,91.3,0.8,0.2,0.8,2,0.5,0.6,0.48,0.6,0.0,0.6
Peru,Cusco,2.63,2.63,213.65,1850,0.4,72.0,0.4,0.6,0.4,1,0.59,0.4,0.48,0.6,0.6,0.6
Uzbekistan,Tashkent,2.55,2.55,207.55,1867,0.6,83.5,0.2,0.2,0.8,1,0.54,0.6,0.48,0.4,0.0,0.6
China,Yantai,3.94,3.94,465.62,1767,0.6,74.9,0.4,0.2,0.4,2,0.6,0.4,0.48,0.4,0.2,0.6
Colombia,Santa Marta,1.28,1.28,156.21,1658,0.4,80.2,0.6,0.2,0.6,3,0.55,0.4,0.48,0.4,0.4,0.51
China,Anshan,0.8,0.8,72.92,763,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.48,0.4,0.2,0.6
China,Anshan,0.8,0.8,72.92,763,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.48,0.4,0.2,0.6
China,Suzhou,1.09,1.09,88.96,1036,0.8,74.9,0.4,0.2,0.6,4,0.6,0.6,0.48,0.4,0.4,0.8
China,Suzhou,1.09,1.09,88.96,1036,0.8,74.9,0.4,0.2,0.6,4,0.6,0.6,0.48,0.4,0.4,0.8
China,Shenyang,2.67,2.67,72.92,1213,0.6,74.9,0.4,0.2,0.6,3,0.56,0.4,0.47,0.4,0.4,0.6
Mozambique,Maputo,2.43,2.43,197.49,1965,0.4,87.8,0.4,0.4,0.8,2,0.53,0.4,0.47,0.4,0.6,0.6
China,Fushun,3.15,3.15,72.92,1844,0.6,74.9,0.4,0.2,0.6,3,0.61,0.6,0.47,0.4,0.2,0.6
Colombia,Pasto,0.72,0.72,117.16,830,0.6,80.2,0.4,0.2,0.6,3,0.51,0.6,0.47,0.4,0.4,0.4
India,Thiruvananthapuram,2.06,2.06,59.06,945,0.4,79.6,0.4,0.2,0.6,2,0.54,0.2,0.47,0.4,0.6,0.4
Bangladesh,Khulna,7.62,7.62,63.5,1279,0.6,90.7,0.6,0.2,0.6,2,0.48,0.4,0.47,0.4,0.4,0.6
Philippines,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Mexico,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Costa Rica,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Argentina,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Argentina,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Colombia,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Colombia,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Belize,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Chile,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6
Philippines,Goa,1.11,1.11,147.65,1134,0.2,79.6,0.6,0.2,0.6,2,0.58,1.0,0.47,0.4,0.2,0.6
Congo (Brazzaville),Brazzaville,0.0,0.0,0.03,3520,0.4,48.4,0.4,0.484,0.6,2,0.62,0.6,0.46,0.2,0.4,0.4
China,Zhengzhou,1.09,1.09,88.96,1178,0.6,74.9,0.4,0.2,0.6,2,0.57,0.6,0.46,0.4,0.4,0.6
Cayman Islands,George Town,2.65,2.65,150.0,4358,0.6,66.1,0.6,0.2,0.6,2,0.66,0.6,0.46,0.6,0.4,0.6
Malaysia,George Town,2.65,2.65,150.0,4358,0.6,66.1,0.6,0.2,0.6,2,0.66,0.6,0.46,0.6,0.4,0.6
China,Handan,1.09,1.09,88.96,729,0.8,74.9,0.4,0.2,0.4,0,0.55,0.6,0.46,0.4,0.4,0.8
Madagascar,Antananarivo,1.18,1.18,255.3,1285,0.4,84.2,0.4,0.6,0.4,0,0.5,0.2,0.46,0.4,0.6,0.8
China,Putian,2.67,2.67,72.92,2455,0.6,74.9,0.4,0.2,0.6,0,0.6,0.4,0.46,0.4,0.4,0.6
India,Kota,1.48,1.48,73.82,1409,0.4,79.6,0.4,0.2,0.8,2,0.52,0.2,0.46,0.4,0.6,0.4
India,Kota,1.48,1.48,73.82,1409,0.4,79.6,0.4,0.2,0.8,2,0.52,0.2,0.46,0.4,0.6,0.4
Tanzania,Dar es Salaam,1.49,1.49,274.99,1823,0.4,81.8,0.4,0.6,0.6,2,0.5,0.4,0.45,0.2,0.0,0.4
China,Tangshan,2.67,2.67,72.92,1622,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.45,0.4,0.4,0.6
Philippines,Davao,2.03,2.03,81.25,1170,0.6,84.7,0.6,0.2,1.0,4,0.6,0.6,0.45,0.6,0.4,0.8
China,Baoding,0.73,0.73,59.25,706,0.8,74.9,0.4,0.2,0.4,1,0.5,0.4,0.45,0.2,0.4,0.8
Uganda,Kampala,1.13,1.13,126.98,1203,0.4,97.7,0.0,0.4,0.6,3,0.4,0.4,0.45,0.8,0.0,0.4
China,Harbin,2.19,2.19,177.92,1209,0.8,74.9,0.4,0.2,0.4,3,0.56,0.4,0.44,0.4,0.4,0.8
Ghana,Accra,6.0,6.0,488.0,3458,0.6,71.2,0.4,0.8,0.6,7,0.46,0.8,0.44,0.2,0.6,0.2
Honduras,Tegucigalpa,1.98,1.98,249.16,2472,0.6,79.8,0.2,0.2,0.4,5,0.41,0.2,0.44,0.2,0.6,0.2
Russia,Vladivostok,4.55,4.55,369.8,2014,0.6,81.0,0.4,0.2,0.6,3,0.54,0.6,0.43,0.4,0.4,0.8
Tajikistan,Dushanbe,0.63,0.63,51.58,1850,0.6,83.8,0.6,0.2,0.6,4,0.5,0.8,0.43,0.6,0.0,0.4
Egypt,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
United States,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
Romania,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
United States,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
United States,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
Brazil,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
United States,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4
Egypt,Port Said,0.8,0.8,65.28,2374,0.6,90.2,0.4,0.2,0.8,0,0.47,0.4,0.42,0.4,0.6,0.6
China,Qiqihar,2.67,2.67,72.92,1143,0.6,74.9,0.4,0.2,0.6,4,0.54,0.4,0.42,0.4,0.4,0.6
Iraq,Erbil,2.0,2.0,183.0,3706,0.2,52.2,0.4,0.522,0.8,3,0.61,0.4,0.42,0.4,0.6,0.4
Ethiopia,Addis Ababa,1.12,1.12,246.33,1493,0.4,97.2,0.4,0.2,0.6,2,0.42,0.4,0.42,0.4,0.0,0.4
China,Qinhuangdao,2.67,2.67,72.92,3387,0.6,74.9,0.4,0.2,0.6,2,0.57,0.4,0.4,0.4,0.4,0.6
Nigeria,Ibadan,0.96,0.96,58.36,1259,0.6,103.5,0.2,0.4,0.6,1,0.29,0.4,0.39,0.4,0.0,0.4
Zimbabwe,Harare,5.0,5.0,100.0,2844,0.2,100.5,0.2,0.2,0.6,2,0.31,0.4,0.38,0.2,0.0,0.4
Nigeria,Lagos,0.96,0.96,95.68,1330,0.4,103.5,0.2,0.4,0.8,4,0.29,0.8,0.38,0.4,0.0,0.4
Portugal,Lagos,0.96,0.96,95.68,1330,0.4,103.5,0.2,0.4,0.8,4,0.29,0.8,0.38,0.4,0.0,0.4
Iran,Tehran,4.99,4.99,304.25,5286,0.2,86.9,0.4,0.2,0.8,2,0.55,0.2,0.38,0.4,0.4,0.6
Guinea,Conakry,2.87,2.87,0.01,1789,0.6,103.8,0.0,0.4,0.6,1,0.32,0.2,0.37,0.4,0.6,0.4
Angola,Luanda,6.58,6.58,139.71,4732,0.4,90.5,0.6,0.4,1.0,5,0.28,0.6,0.37,1.0,0.0,0.2
Pakistan,Faisalabad,4.15,4.15,28.58,2577,0.2,101.7,0.4,0.2,0.4,2,0.26,0.2,0.36,0.4,0.2,0.4
Bolivia,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Mexico,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Honduras,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Uruguay,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Philippines,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Philippines,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Argentina,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Philippines,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Philippines,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
Argentina,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2
South Africa,Johannesburg,2.79,2.79,195.45,2467,0.4,69.9,0.4,0.6,0.8,4,0.42,0.4,0.35,0.8,0.6,0.2
Angola,Huambo,0.84,0.84,204.1,4119,0.6,90.5,0.4,0.4,0.6,1,0.39,0.6,0.35,0.2,0.4,0.4
Nigeria,Port Harcourt,1.96,1.96,427.85,2015,0.2,103.5,0.2,0.4,0.4,1,0.28,0.2,0.35,0.4,0.4,0.4
Sudan,Khartoum,1.54,1.54,125.24,780,0.4,111.5,1.0,0.2,0.8,1,0.22,0.4,0.35,0.4,0.0,0.4
Pakistan,Islamabad,0.95,0.95,77.48,1423,0.2,101.7,0.2,0.2,0.4,2,0.26,0.2,0.34,0.4,0.8,0.4
Guatemala,Guatemala City,1.67,1.67,121.9,1913,0.4,83.2,0.4,0.4,0.8,4,0.36,0.4,0.34,0.4,0.6,0.2
Nigeria,Kano,0.96,0.96,58.36,1889,0.4,103.5,0.2,0.4,0.6,1,0.28,0.2,0.33,0.2,0.0,0.4
Pakistan,Peshawar,2.83,2.83,174.41,4245,0.2,101.7,0.4,0.2,0.2,1,0.26,0.2,0.3,0.2,0.2,0.4
Venezuela,Caracas,2.5,2.5,200.0,2507,0.4,81.6,0.4,0.2,0.6,3,0.31,0.6,0.29,0.2,0.6,0.2
Papua New Guinea,Port Moresby,3.0,3.0,243.51,3461,0.2,86.2,0.2,0.6,0.4,2,0.31,0.2,0.29,0.2,0.0,0.2
Sierra Leone,Freetown,2.04,2.04,288.58,2833,0.2,91.0,0.2,0.6,0.4,0,0.22,0.2,0.23,0.4,0.4,0.2
United States,Freetown,2.04,2.04,288.58,2833,0.2,91.0,0.2,0.6,0.4,0,0.22,0.2,0.23,0.4,0.4,0.2
Libya,Tripoli,2.48,2.48,201.55,2525,0.2,96.4,0.4,0.2,0.8,3,0.22,0.2,0.21,0.4,0.0,0.2
Lebanon,Tripoli,2.48,2.48,201.55,2525,0.2,96.4,0.4,0.2,0.8,3,0.22,0.2,0.21,0.4,0.0,0.2
Pakistan,Rawalpindi,0.71,0.71,28.58,915,0.2,101.7,0.4,0.2,0.4,2,0.1,0.4,0.21,0.2,0.8,0.2
Pakistan,Gujranwala,2.5,2.5,28.58,1449,0.2,101.7,0.4,0.2,0.4,1,0.11,0.2,0.21,0.4,0.2,0.2
Pakistan,Karachi,2.38,2.38,114.3,3144,0.2,101.7,0.4,0.2,0.6,3,0.12,0.4,0.2,0.4,0.8,0.2
Syria,Damascus,2.65,2.65,215.73,1162,0.2,110.8,0.2,0.2,0.2,2,0.01,0.2,0.19,0.4,0.0,0.2
United States,Damascus,2.65,2.65,215.73,1162,0.2,110.8,0.2,0.2,0.2,2,0.01,0.2,0.19,0.4,0.0,0.2
United States,Damascus,2.65,2.65,215.73,1162,0.2,110.8,0.2,0.2,0.2,2,0.01,0.2,0.19,0.4,0.0,0.2
Pakistan,Bahawalpur,4.0,4.0,28.58,2637,0.2,101.7,0.4,0.2,0.4,2,0.11,0.2,0.18,0.4,0.2,0.2
Iraq,Baghdad,2.0,2.0,183.0,2980,0.2,104.7,0.4,0.2,0.4,3,0.09,0.2,0.17,0.4,0.6,0.2
Colombia,Cali,1.6,1.6,32.01,1099,0.4,80.2,0.6,0.2,1.0,4,0.36,1.0,0.16,0.4,0.4,0.2
North Korea,Pyongyang,5.0,5.0,360.0,5009,0.2,93.9,0.2,0.2,0.2,1,0.14,0.4,0.15,0.2,0.0,0.2
